county,county_fips,state_id,state_name,lat,lng,population
Jefferson,47089,TN,Tennessee,36.051,-83.4463,54162
Tuolumne,6109,CA,California,38.0276,-119.9548,54147
Lafayette,28071,MS,Mississippi,34.3568,-89.485,54059
Washington,51191,VA,Virginia,36.7244,-81.9598,54005
Rusk,48401,TX,Texas,32.1077,-94.7618,53988
Camden,13039,GA,Georgia,30.9306,-81.6699,53960
Johnson,29101,MO,Missouri,38.7441,-93.8064,53948
Gila,4007,AZ,Arizona,33.7997,-110.8116,53846
Waller,48473,TX,Texas,30.0108,-95.9876,53626
St. Martin,22099,LA,Louisiana,30.1291,-91.6082,53607
Harrisonburg,51660,VA,Virginia,38.4362,-78.8735,53558
Ashland,39005,OH,Ohio,40.846,-82.2707,53533
Jessamine,21113,KY,Kentucky,37.8721,-84.5809,53476
Fulton,36035,NY,New York,43.1138,-74.4222,53452
McMinn,47107,TN,Tennessee,35.4247,-84.6175,53392
Roane,47145,TN,Tennessee,35.8479,-84.5232,53331
Boone,17007,IL,Illinois,42.3231,-88.8234,53293
Dickson,47043,TN,Tennessee,36.149,-87.3567,53289
Loudon,47105,TN,Tennessee,35.7348,-84.3119,53169
Iron,49021,UT,Utah,37.8592,-113.2895,53148
St. Charles,22089,LA,Louisiana,29.9055,-90.3582,52856
Tuscola,26157,MI,Michigan,43.4641,-83.4167,52683
Elko,32007,NV,Nevada,41.1458,-115.3577,52537
Pulaski,29169,MO,Missouri,37.8246,-92.2077,52359
Cherokee,48073,TX,Texas,31.837,-95.1652,52341
Coffee,1031,AL,Alabama,31.4026,-85.9882,52238
Kerr,48265,TX,Texas,30.0615,-99.35,52195
Columbia,41009,OR,Oregon,45.9438,-123.0883,52117
Edgecombe,37065,NC,North Carolina,35.9129,-77.5971,52069
Washington,40147,OK,Oklahoma,36.7152,-95.9044,51995
Worcester,24047,MD,Maryland,38.2128,-75.334,51967
Culpeper,51047,VA,Virginia,38.486,-77.9558,51935
Jackson,1071,AL,Alabama,34.7795,-85.9993,51765
Cass,26027,MI,Michigan,41.9154,-85.9935,51613
Grant,55043,WI,Wisconsin,42.8675,-90.7062,51570
Darke,39037,OH,Ohio,40.1333,-84.6194,51387
Venango,42121,PA,Pennsylvania,41.401,-79.758,51355
Wayne,42127,PA,Pennsylvania,41.6487,-75.3033,51268
Coles,17029,IL,Illinois,39.5203,-88.2218,51065
Henry,51089,VA,Virginia,36.6828,-79.874,51032
Waupaca,55135,WI,Wisconsin,44.4705,-88.9648,50997
Medina,48325,TX,Texas,29.3557,-99.1101,50869
Warren,19181,IA,Iowa,41.3344,-93.5614,50867
Grundy,17063,IL,Illinois,41.2851,-88.4185,50798
Ogle,17141,IL,Illinois,42.0426,-89.3207,50793
Winona,27169,MN,Minnesota,43.9868,-91.7792,50744
Franklin,21073,KY,Kentucky,38.2392,-84.8771,50744
Halifax,37083,NC,North Carolina,36.2574,-77.6517,50678
Somerset,23025,ME,Maine,45.5139,-69.9589,50573
Franklin,36033,NY,New York,44.5929,-74.3038,50389
Atascosa,48013,TX,Texas,28.8935,-98.5272,50194
Queen Anne's,24035,MD,Maryland,39.0673,-76.0208,50163
Polk,48373,TX,Texas,30.7927,-94.83,50155
Wilson,48493,TX,Texas,29.174,-98.0866,50110
Knox,17095,IL,Illinois,40.9318,-90.2132,50052
St. Mary,22101,LA,Louisiana,29.7206,-91.4485,50020
Calumet,55015,WI,Wisconsin,44.0816,-88.2181,50005
Le Flore,40079,OK,Oklahoma,34.9003,-94.7034,49999
Lamar,48277,TX,Texas,33.6673,-95.5712,49705
Dearborn,18029,IN,Indiana,39.1452,-84.9732,49612
Buffalo,31019,NE,Nebraska,40.8552,-99.075,49594
Oktibbeha,28105,MS,Mississippi,33.4249,-88.8793,49593
Whitman,53075,WA,Washington,46.9012,-117.523,49577
Curry,35009,NM,New Mexico,34.5742,-103.347,49502
Navarro,48349,TX,Texas,32.0469,-96.4725,49475
Lincoln,41041,OR,Oregon,44.642,-123.8682,49336
Vernon,22115,LA,Louisiana,31.1083,-93.1843,49315
Montgomery,36057,NY,New York,42.9023,-74.4397,49294
Dale,1045,AL,Alabama,31.4318,-85.611,49293
Franklin,50011,VT,Vermont,44.8578,-72.913,49275
Gibson,47053,TN,Tennessee,35.9966,-88.9326,49193
Henry,17073,IL,Illinois,41.3531,-90.1314,49032
Val Verde,48465,TX,Texas,29.893,-101.1517,49018
Bedford,47003,TN,Tennessee,35.5138,-86.4589,48937
Cherokee,40021,OK,Oklahoma,35.9067,-94.9997,48871
Newaygo,26123,MI,Michigan,43.5542,-85.8009,48687
Bristol,44001,RI,Rhode Island,41.7173,-71.284,48645
Shelby,39149,OH,Ohio,40.3315,-84.2047,48610
Douglas,32005,NV,Nevada,38.9123,-119.6162,48486
Carroll,33003,NH,New Hampshire,43.8738,-71.2031,48461
Tioga,36107,NY,New York,42.1703,-76.3063,48431
Crittenden,5035,AR,Arkansas,35.2057,-90.3078,48381
Carter,40019,OK,Oklahoma,34.2509,-97.2858,48380
Henry,18065,IN,Indiana,39.931,-85.3964,48158
Bedford,42009,PA,Pennsylvania,40.0065,-78.4903,48154
Shelby,21211,KY,Kentucky,38.2154,-85.1948,48100
Fremont,8043,CO,Colorado,38.4731,-105.4395,47725
Noble,18113,IN,Indiana,41.3986,-85.4175,47640
Cortland,36023,NY,New York,42.595,-76.0703,47618
Burnet,48053,TX,Texas,30.7884,-98.1823,47548
Chenango,36017,NY,New York,42.4935,-75.6116,47527
Jackson,12063,FL,Florida,30.7954,-85.2155,47409
Laurens,13175,GA,Georgia,32.4636,-82.9222,47404
Logan,40083,OK,Oklahoma,35.9193,-97.4433,47401
Boyd,21019,KY,Kentucky,38.3596,-82.6877,47361
Hancock,28045,MS,Mississippi,30.416,-89.4885,47339
Greene,36039,NY,New York,42.2765,-74.1227,47335
Bryan,40013,OK,Oklahoma,33.9623,-96.2598,47325
Charlottesville,51540,VA,Virginia,38.0375,-78.4855,47217
Beaufort,37013,NC,North Carolina,35.494,-76.8598,47160
Lincoln,22061,LA,Louisiana,32.6016,-92.6649,47118
Kittitas,53037,WA,Washington,47.1243,-120.6797,47097
Osage,40113,OK,Oklahoma,36.6292,-96.3985,47074
Campbell,56005,WY,Wyoming,44.2483,-105.5483,46958
Beltrami,27007,MN,Minnesota,47.9738,-94.9377,46784
Clinton,19045,IA,Iowa,41.898,-90.532,46734
St. Bernard,22087,LA,Louisiana,29.8692,-89.5552,46694
Santa Cruz,4023,AZ,Arizona,31.526,-110.8466,46594
Monroe,47123,TN,Tennessee,35.4426,-84.2527,46413
Marshall,18099,IN,Indiana,41.3248,-86.2618,46336
Goodhue,27049,MN,Minnesota,44.4097,-92.7229,46330
Washington,22117,LA,Louisiana,30.8533,-90.0405,46325
Allegany,36003,NY,New York,42.2574,-78.0276,46304
Bingham,16011,ID,Idaho,43.2166,-112.3981,46246
Mifflin,42087,PA,Pennsylvania,40.6104,-77.617,46179
Monroe,55081,WI,Wisconsin,43.9457,-90.6178,46155
Perry,42099,PA,Pennsylvania,40.3984,-77.2623,46133
Warren,28149,MS,Mississippi,32.3572,-90.852,46030
Nelson,21179,KY,Kentucky,37.8051,-85.466,45915
Chesterfield,45025,SC,South Carolina,34.6398,-80.1587,45833
Calaveras,6009,CA,California,38.2046,-120.5541,45828
Camden,29029,MO,Missouri,38.027,-92.766,45823
Gadsden,12039,FL,Florida,30.5795,-84.6136,45787
Auglaize,39011,OH,Ohio,40.5609,-84.2218,45709
Hillsdale,26059,MI,Michigan,41.8878,-84.5929,45707
Stokes,37169,NC,North Carolina,36.4019,-80.2397,45688
Lawrence,18093,IN,Indiana,38.8412,-86.4834,45552
Henderson,21101,KY,Kentucky,37.7958,-87.573,45550
Nye,32023,NV,Nevada,38.0424,-116.472,45514
Colquitt,13071,GA,Georgia,31.1884,-83.7688,45510
Kendall,48259,TX,Texas,29.9447,-98.7115,45491
McDowell,37111,NC,North Carolina,35.6817,-82.0493,45402
Logan,39091,OH,Ohio,40.3885,-83.7658,45315
Macoupin,17117,IL,Illinois,39.261,-89.9245,45243
Stevens,53065,WA,Washington,48.3991,-117.8552,45233
Habersham,13137,GA,Georgia,34.631,-83.5311,45204
Greene,5055,AR,Arkansas,36.1176,-90.559,45197
Barron,55005,WI,Wisconsin,45.4237,-91.8483,45182
Itasca,27061,MN,Minnesota,47.5095,-93.6319,45180
Huntingdon,42061,PA,Pennsylvania,40.4169,-77.9812,45145
Washington,28151,MS,Mississippi,33.2838,-90.9474,45072
Baldwin,13009,GA,Georgia,33.0693,-83.2496,45072
Wood,48499,TX,Texas,32.7864,-95.3821,45054
Hopkins,21107,KY,Kentucky,37.3088,-87.5408,45044
Dunn,55033,WI,Wisconsin,44.9466,-91.8964,45029
Callaway,29027,MO,Missouri,38.8355,-91.926,44944
Union,42119,PA,Pennsylvania,40.963,-77.0622,44831
Richmond,37153,NC,North Carolina,35.006,-79.7479,44759
Bonner,16017,ID,Idaho,48.3,-116.6011,44688
Stephenson,17177,IL,Illinois,42.3518,-89.6623,44683
Delaware,36025,NY,New York,42.1981,-74.9665,44676
Vance,37181,NC,North Carolina,36.3649,-78.4079,44614
Phelps,29161,MO,Missouri,37.8771,-91.7923,44587
Shelby,18145,IN,Indiana,39.5237,-85.7917,44559
Thomas,13275,GA,Georgia,30.8637,-83.9193,44545
Suwannee,12121,FL,Florida,30.1956,-82.9915,44290
Madison,39097,OH,Ohio,39.894,-83.4002,44248
Chilton,1021,AL,Alabama,32.8479,-86.7188,44147
Jackson,18071,IN,Indiana,38.9064,-86.0375,44077
Kay,40071,OK,Oklahoma,36.818,-97.1439,44074
Barren,21009,KY,Kentucky,36.9656,-85.9337,44026
Pittsburg,40121,OK,Oklahoma,34.9239,-95.7484,43955
Holmes,39075,OH,Ohio,40.5612,-81.9293,43954
Lawrence,47099,TN,Tennessee,35.2173,-87.3956,43780
Jefferson,42065,PA,Pennsylvania,41.1282,-78.9994,43570
Polk,55095,WI,Wisconsin,45.4614,-92.4413,43549
Siskiyou,6093,CA,California,41.5927,-122.5404,43516
Miller,5091,AR,Arkansas,33.3124,-93.8921,43515
Brown,39015,OH,Ohio,38.9338,-83.8673,43508
Douglas,55031,WI,Wisconsin,46.4329,-91.9161,43497
Mecosta,26107,MI,Michigan,43.6408,-85.3246,43481
Shenandoah,51171,VA,Virginia,38.8583,-78.5709,43441
Jackson,37099,NC,North Carolina,35.2876,-83.1408,43435
Branch,26023,MI,Michigan,41.9161,-85.059,43428
Ravalli,30081,MT,Montana,46.0817,-114.1207,43424
Stephens,40137,OK,Oklahoma,34.4856,-97.8515,43401
Sweetwater,56037,WY,Wyoming,41.6595,-108.8795,43352
DeKalb,18033,IN,Indiana,41.3976,-84.9991,43193
Sullivan,33019,NH,New Hampshire,43.3614,-72.2222,43173
Fayette,54019,WV,West Virginia,38.0288,-81.0812,43087
Highland,39071,OH,Ohio,39.1847,-83.601,43080
Coffee,13069,GA,Georgia,31.5493,-82.8492,43070
St. John the Baptist,22095,LA,Louisiana,30.1264,-90.4709,43055
Kandiyohi,27067,MN,Minnesota,45.1524,-95.0047,42909
Caldwell,48055,TX,Texas,29.8368,-97.6199,42817
Delaware,40041,OK,Oklahoma,36.4082,-94.8026,42741
Muscatine,19139,IA,Iowa,41.4839,-91.1127,42703
Cerro Gordo,19033,IA,Iowa,43.0816,-93.2608,42672
Windham,50025,VT,Vermont,42.9906,-72.7137,42628
Chambers,48071,TX,Texas,29.7384,-94.6101,42571
Butler,29023,MO,Missouri,36.7164,-90.4066,42570
Davie,37059,NC,North Carolina,35.9291,-80.5445,42543
Dubois,18037,IN,Indiana,38.3643,-86.8798,42534
Douglas,53017,WA,Washington,47.7361,-119.6918,42520
Pettis,29159,MO,Missouri,38.7283,-93.2851,42421
Pierce,55093,WI,Wisconsin,44.7194,-92.4224,42336
Montrose,8085,CO,Colorado,38.4022,-108.2694,42280
Polk,13233,GA,Georgia,34.0018,-85.1881,42251
Erath,48143,TX,Texas,32.2363,-98.218,42226
Fulton,39051,OH,Ohio,41.6018,-84.1301,42186
Okanogan,53047,WA,Washington,48.5488,-119.7408,42080
Clinton,39027,OH,Ohio,39.4149,-83.8084,42000
Franklin,47051,TN,Tennessee,35.155,-86.0922,41999
Ohio,54069,WV,West Virginia,40.0969,-80.6189,41875
Sequoyah,40135,OK,Oklahoma,35.4953,-94.7552,41687
Summit,49043,UT,Utah,40.8682,-110.9557,41680
Baxter,5005,AR,Arkansas,36.2872,-92.3369,41673
Wharton,48481,TX,Texas,29.2779,-96.2221,41672
Okeechobee,12093,FL,Florida,27.3864,-80.8886,41611
Crawford,39033,OH,Ohio,40.8508,-82.9198,41603
Hendry,12051,FL,Florida,26.5535,-81.1659,41472
Mississippi,5093,AR,Arkansas,35.7624,-90.0521,41396
Upshur,48459,TX,Texas,32.7363,-94.9415,41386
Tazewell,51185,VA,Virginia,37.125,-81.5606,41201
Sanilac,26151,MI,Michigan,43.4236,-82.8203,41179
Mayes,40097,OK,Oklahoma,36.3019,-95.2307,41098
Manassas,51683,VA,Virginia,38.7479,-77.4838,41038
Mercer,39107,OH,Ohio,40.5399,-84.6294,41034
McKean,42083,PA,Pennsylvania,41.8076,-78.569,41021
Preble,39135,OH,Ohio,39.7415,-84.648,40995
Levy,12075,FL,Florida,29.3184,-82.7436,40979
Warren,47177,TN,Tennessee,35.6787,-85.7785,40971
Shawano,55115,WI,Wisconsin,44.7891,-88.7654,40813
Jim Wells,48249,TX,Texas,27.7314,-98.0899,40796
Tioga,42117,PA,Pennsylvania,41.7722,-77.2543,40759
Gratiot,26057,MI,Michigan,43.2927,-84.6049,40692
Danville,51590,VA,Virginia,36.5831,-79.4088,40668
Orleans,36073,NY,New York,43.2521,-78.2312,40624
Fayette,47047,TN,Tennessee,35.1971,-89.4144,40612
Susquehanna,42115,PA,Pennsylvania,41.8214,-75.8007,40604
Tift,13277,GA,Georgia,31.4574,-83.5266,40590
Ottawa,39123,OH,Ohio,41.5379,-83.1434,40557
Cheatham,47021,TN,Tennessee,36.2612,-87.0868,40539
Benton,27009,MN,Minnesota,45.6991,-93.9988,40476
Nez Perce,16069,ID,Idaho,46.3268,-116.7503,40468
Avoyelles,22009,LA,Louisiana,31.0763,-92.0014,40465
Snyder,42109,PA,Pennsylvania,40.7698,-77.0702,40452
Tallapoosa,1123,AL,Alabama,32.8624,-85.7975,40450
Cooke,48097,TX,Texas,33.6393,-97.2126,40428
Marinette,55075,WI,Wisconsin,45.3833,-88.0337,40312
Harrison,18061,IN,Indiana,38.1951,-86.1114,40164
Howell,29091,MO,Missouri,36.774,-91.8865,40130
Latah,16057,ID,Idaho,46.8162,-116.7117,40052
Wyoming,36121,NY,New York,42.7024,-78.2244,40027
Isanti,27059,MN,Minnesota,45.5615,-93.2951,40004
Wayne,54099,WV,West Virginia,38.146,-82.427,39952
Mower,27099,MN,Minnesota,43.6715,-92.7525,39931
McClain,40087,OK,Oklahoma,35.0093,-97.4443,39921
Warren,51187,VA,Virginia,38.9087,-78.2085,39888
Campbell,47013,TN,Tennessee,36.4035,-84.1494,39818
Knox,23013,ME,Maine,44.141,-69.1686,39809
Marshall,19127,IA,Iowa,42.0358,-92.9988,39804
Murray,13213,GA,Georgia,34.7884,-84.7481,39789
Pasquotank,37139,NC,North Carolina,36.2955,-76.284,39775
Madison,16065,ID,Idaho,43.7841,-111.6592,39725
Waldo,23027,ME,Maine,44.5028,-69.1454,39723
Fremont,56013,WY,Wyoming,43.0405,-108.6304,39711
Clatsop,41007,OR,Oregon,45.9949,-123.6557,39656
Person,37145,NC,North Carolina,36.39,-78.9718,39561
LaGrange,18087,IN,Indiana,41.6426,-85.4265,39537
Warren,42123,PA,Pennsylvania,41.8145,-79.2741,39466
Pike,28113,MS,Mississippi,31.1749,-90.4042,39365
Des Moines,19057,IA,Iowa,40.9232,-91.1815,39227
Oconee,13219,GA,Georgia,33.8349,-83.4371,39194
Webster,29225,MO,Missouri,37.2809,-92.8759,39127
Union,5139,AR,Arkansas,33.1713,-92.5972,39089
Amador,6005,CA,California,38.4464,-120.6511,39023
Guernsey,39059,OH,Ohio,40.052,-81.4942,38996
Calloway,21035,KY,Kentucky,36.621,-88.2722,38991
Brown,46013,SD,South Dakota,45.5898,-98.3516,38988
Rio Arriba,35039,NM,New Mexico,36.5096,-106.6931,38962
Crawford,20037,KS,Kansas,37.5073,-94.8518,38874
Champaign,39021,OH,Ohio,40.1377,-83.7695,38861
Webster,22119,LA,Louisiana,32.7135,-93.335,38813
Franklin,17055,IL,Illinois,37.9923,-88.9242,38688
Albany,56001,WY,Wyoming,41.6544,-105.7239,38664
Clarion,42031,PA,Pennsylvania,41.1924,-79.421,38633
Okmulgee,40111,OK,Oklahoma,35.6466,-95.9643,38553
Clinton,42035,PA,Pennsylvania,41.234,-77.6381,38549
Scott,29201,MO,Missouri,37.053,-89.5686,38538
Natchitoches,22069,LA,Louisiana,31.7234,-93.0962,38505
Woodford,17203,IL,Illinois,40.7882,-89.2111,38503
Pontotoc,40123,OK,Oklahoma,34.7281,-96.6844,38385
Newberry,45071,SC,South Carolina,34.2898,-81.6001,38329
Bryan,13029,GA,Georgia,32.0145,-81.4436,38321
Graham,4009,AZ,Arizona,32.9325,-109.8874,38304
Montgomery,18107,IN,Indiana,40.0404,-86.8933,38295
Prince George,51149,VA,Virginia,37.1865,-77.2242,38292
Lawrence,29109,MO,Missouri,37.1064,-93.8329,38241
Dallas,1047,AL,Alabama,32.326,-87.1065,38184
Wise,51195,VA,Virginia,36.9752,-82.6212,38032
Defiance,39039,OH,Ohio,41.3239,-84.4905,38024
Oconto,55083,WI,Wisconsin,45.0263,-88.2697,37870
Douglas,27041,MN,Minnesota,45.9338,-95.4535,37820
Brown,48049,TX,Texas,31.7743,-98.9998,37805
Jefferson,17081,IL,Illinois,38.3005,-88.924,37774
Cass,18017,IN,Indiana,40.7615,-86.346,37727
Colleton,45029,SC,South Carolina,32.8636,-80.6669,37624
Yadkin,37197,NC,North Carolina,36.1605,-80.6652,37589
Independence,5063,AR,Arkansas,35.7416,-91.5697,37585
Clinton,17027,IL,Illinois,38.6065,-89.4225,37549
Boone,5009,AR,Arkansas,36.3086,-93.0915,37525
Marion,17121,IL,Illinois,38.6496,-88.919,37524
Putnam,18133,IN,Indiana,39.6663,-86.845,37419
Chippewa,26033,MI,Michigan,46.3053,-84.578,37418
Beauregard,22011,LA,Louisiana,30.6486,-93.3432,37387
DeSoto,12027,FL,Florida,27.1863,-81.8095,37371
Gloucester,51073,VA,Virginia,37.416,-76.5434,37362
Essex,36031,NY,New York,44.1172,-73.7726,37281
Alexander,37003,NC,North Carolina,35.921,-81.177,37271
Dyer,47045,TN,Tennessee,36.0592,-89.4137,37201
Graves,21083,KY,Kentucky,36.7231,-88.6512,37125
Isle of Wight,51093,VA,Virginia,36.8912,-76.7259,37107
Covington,1039,AL,Alabama,31.2485,-86.4513,37096
Talbot,24041,MD,Maryland,38.7709,-76.0968,37087
Alcorn,28003,MS,Mississippi,34.8808,-88.5803,37058
Jasper,19099,IA,Iowa,41.686,-93.0537,37032
Addison,50001,VT,Vermont,44.0308,-73.1409,36947
Knox,18083,IN,Indiana,38.6891,-87.418,36833
Matagorda,48321,TX,Texas,28.8212,-96.011,36791
Green,55045,WI,Wisconsin,42.68,-89.6022,36790
Escambia,1053,AL,Alabama,31.1262,-87.1615,36775
Williams,39171,OH,Ohio,41.5603,-84.5882,36760
Steele,27147,MN,Minnesota,44.0223,-93.226,36710
Hopkins,48223,TX,Texas,33.1496,-95.564,36708
Dare,37055,NC,North Carolina,35.7805,-75.7982,36698
Louisa,51109,VA,Virginia,37.9786,-77.963,36654
Dodge,31053,NE,Nebraska,41.5779,-96.654,36565
Coshocton,39031,OH,Ohio,40.3017,-81.92,36558
Orange,51137,VA,Virginia,38.2462,-78.0137,36501
Greene,42059,PA,Pennsylvania,39.8538,-80.2229,36484
Finney,20055,KS,Kansas,38.0443,-100.737,36451
Huntington,18069,IN,Indiana,40.8292,-85.4881,36351
Webster,19187,IA,Iowa,42.4279,-94.1818,36348
Whitley,21235,KY,Kentucky,36.7581,-84.1452,36252
Howard,48227,TX,Texas,32.3062,-101.4355,36213
Clark,21049,KY,Kentucky,37.9708,-84.1474,36152
Hill,48217,TX,Texas,31.9907,-97.1324,36109
Perry,39127,OH,Ohio,39.7371,-82.2361,36076
Williams,38105,ND,North Dakota,48.3437,-103.4802,36044
Floyd,21071,KY,Kentucky,37.5571,-82.7457,35931
Houghton,26061,MI,Michigan,46.8978,-88.6875,35890
Scotts Bluff,31157,NE,Nebraska,41.8505,-103.708,35884
Delta,26041,MI,Michigan,45.9192,-86.9241,35874
Cocke,47029,TN,Tennessee,35.9254,-83.1212,35797
McLeod,27085,MN,Minnesota,44.8236,-94.2724,35788
Livingston,17105,IL,Illinois,40.8916,-88.5577,35757
Ware,13299,GA,Georgia,31.0537,-82.4237,35745
Uintah,49047,UT,Utah,40.1248,-109.5186,35736
Sagadahoc,23023,ME,Maine,43.9598,-69.8546,35720
Carlton,27017,MN,Minnesota,46.5924,-92.677,35709
Miami,18103,IN,Indiana,40.7695,-86.045,35684
Laclede,29105,MO,Missouri,37.6583,-92.5903,35680
Bennington,50003,VT,Vermont,43.0354,-73.093,35649
Barry,29009,MO,Missouri,36.7099,-93.8291,35615
Jasper,48241,TX,Texas,30.744,-94.0251,35562
Monroe,28095,MS,Mississippi,33.8923,-88.4805,35559
Adams,18001,IN,Indiana,40.7456,-84.9366,35544
Marshall,28093,MS,Mississippi,34.7623,-89.5031,35502
Oneida,55085,WI,Wisconsin,45.7056,-89.5218,35480
Greenup,21089,KY,Kentucky,38.5457,-82.9223,35359
Washington,48477,TX,Texas,30.2145,-96.4034,35275
Macon,37113,NC,North Carolina,35.1505,-83.4222,35172
Morrow,39117,OH,Ohio,40.5241,-82.7941,35148
Brookings,46011,SD,South Dakota,44.3697,-96.7904,35115
Wapello,19179,IA,Iowa,41.0306,-92.4095,35102
Cowley,20035,KS,Kansas,37.2377,-96.8375,35090
Warren,29219,MO,Missouri,38.7646,-91.1607,35090
Fannin,48147,TX,Texas,33.5938,-96.1068,35046
Lincoln,31111,NE,Nebraska,41.0478,-100.7452,35042
Madison,31119,NE,Nebraska,41.9167,-97.6008,35023
Lincoln,40081,OK,Oklahoma,35.703,-96.8809,34936
Scotland,37165,NC,North Carolina,34.8409,-79.4804,34921
Sioux,19167,IA,Iowa,43.0826,-96.1779,34900
Silver Bow,30093,MT,Montana,45.9024,-112.6567,34895
Greenbrier,54025,WV,West Virginia,37.947,-80.453,34893
Harris,13145,GA,Georgia,32.736,-84.9089,34676
Clark,55019,WI,Wisconsin,44.7347,-90.6121,34668
Fulton,17057,IL,Illinois,40.4728,-90.2075,34654
Steuben,18151,IN,Indiana,41.6439,-85.0008,34591
Monroe,17133,IL,Illinois,38.2785,-90.1773,34444
Harvey,20079,KS,Kansas,38.0432,-97.4272,34434
Lincoln,23015,ME,Maine,44.0664,-69.5435,34415
Halifax,51083,VA,Virginia,36.7669,-78.9366,34295
Seneca,36099,NY,New York,42.781,-76.8238,34295
Becker,27005,MN,Minnesota,46.9346,-95.674,34227
Lee,17103,IL,Illinois,41.7461,-89.3003,34204
Lincoln,28085,MS,Mississippi,31.5324,-90.454,34197
Nicollet,27103,MN,Minnesota,44.3499,-94.2474,34176
Lincoln,47103,TN,Tennessee,35.1405,-86.589,34158
Effingham,17049,IL,Illinois,39.0598,-88.5899,34151
Pulaski,51155,VA,Virginia,37.0636,-80.7144,34113
Panola,28107,MS,Mississippi,34.3639,-89.9506,34079
Transylvania,37175,NC,North Carolina,35.2021,-82.7982,34039
Morgan,17137,IL,Illinois,39.7156,-90.2015,34012
Lee,19111,IA,Iowa,40.642,-91.4793,33946
Whitley,18183,IN,Indiana,41.1394,-85.5051,33899
Clarendon,45027,SC,South Carolina,33.6658,-80.2164,33865
Putnam,39137,OH,Ohio,41.0221,-84.1317,33836
Miami,20121,KS,Kansas,38.5635,-94.8381,33740
Ford,20057,KS,Kansas,37.6917,-99.888,33718
Gibson,18051,IN,Indiana,38.3119,-87.5846,33711
Marshall,47117,TN,Tennessee,35.4689,-86.765,33708
Hot Spring,5059,AR,Arkansas,34.3177,-92.9461,33667
Preston,54077,WV,West Virginia,39.4693,-79.6682,33610
Evangeline,22039,LA,Louisiana,30.7289,-92.4059,33491
Hale,48189,TX,Texas,34.0705,-101.8269,33463
Botetourt,51023,VA,Virginia,37.5571,-79.8123,33440
Jasper,18073,IN,Indiana,41.023,-87.1161,33433
Wexford,26165,MI,Michigan,44.3384,-85.5784,33433
Chambers,1017,AL,Alabama,32.9143,-85.392,33427
Weakley,47183,TN,Tennessee,36.2983,-88.7178,33377
Geary,20061,KS,Kansas,39.0024,-96.7525,33309
Daviess,18027,IN,Indiana,38.7024,-87.0721,33277
Pike,1109,AL,Alabama,31.8027,-85.9409,33274
Caroline,24011,MD,Maryland,38.8717,-75.8316,33260
Platte,31141,NE,Nebraska,41.5713,-97.5211,33250
Lyon,20111,KS,Kansas,38.4562,-96.1526,33237
Bladen,37017,NC,North Carolina,34.6146,-78.5637,33209
Marion,19125,IA,Iowa,41.3344,-93.0994,33193
Emmet,26047,MI,Michigan,45.5201,-84.8904,33175
Morrison,27097,MN,Minnesota,46.0126,-94.2684,33119
Wasatch,49051,UT,Utah,40.3308,-111.1682,33053
Lumpkin,13187,GA,Georgia,34.5722,-84.0027,33009
Lawrence,1079,AL,Alabama,34.5216,-87.311,32969
Rhea,47143,TN,Tennessee,35.6087,-84.9244,32964
McCurtain,40089,OK,Oklahoma,34.1154,-94.7713,32913
Bureau,17011,IL,Illinois,41.4041,-89.5286,32878
Wakulla,12129,FL,Florida,30.1673,-84.4007,32855
Taos,35055,NM,New Mexico,36.5783,-105.631,32759
Titus,48449,TX,Texas,33.2166,-94.9657,32709
Christian,17021,IL,Illinois,39.5458,-89.2772,32705
Lafayette,29107,MO,Missouri,39.0655,-93.7854,32697
Iberville,22047,LA,Louisiana,30.2586,-91.3495,32626
Bee,48025,TX,Texas,28.4174,-97.7412,32609
Logan,54045,WV,West Virginia,37.8315,-81.9353,32593
Accomack,51001,VA,Virginia,37.7643,-75.6332,32560
Jackson,39079,OH,Ohio,39.0197,-82.6184,32440
Chester,45023,SC,South Carolina,34.6921,-81.1595,32260
Henry,47079,TN,Tennessee,36.3318,-88.3013,32251
Clinton,18023,IN,Indiana,40.3017,-86.4752,32186
Greene,18055,IN,Indiana,39.0363,-86.962,32174
Jefferson,18077,IN,Indiana,38.7858,-85.4386,32167
Montgomery,20125,KS,Kansas,37.1925,-95.7429,32114
Juneau,2110,AK,Alaska,58.4546,-134.1739,32099
Polk,29167,MO,Missouri,37.6165,-93.4005,32031
Pickens,13227,GA,Georgia,34.4643,-84.4656,32002
Pontotoc,28115,MS,Mississippi,34.2254,-89.0374,31996
Dorchester,24019,MD,Maryland,38.4829,-76.0125,31994
Randolph,17157,IL,Illinois,38.0521,-89.8252,31973
Stone,29209,MO,Missouri,36.7469,-93.456,31875
Claiborne,47025,TN,Tennessee,36.4859,-83.6604,31827
Jefferson,53031,WA,Washington,47.7487,-123.596,31825
Amherst,51009,VA,Virginia,37.6048,-79.1451,31782
Franklin,1059,AL,Alabama,34.4417,-87.8438,31587
Adams,31001,NE,Nebraska,40.5245,-98.5012,31541
Coos,33007,NH,New Hampshire,44.6896,-71.3056,31486
Jefferson Davis,22053,LA,Louisiana,30.2677,-92.8141,31425
Hardin,39065,OH,Ohio,40.6615,-83.6595,31393
Polk,27119,MN,Minnesota,47.7739,-96.4018,31384
Washington,23029,ME,Maine,45.0307,-67.6287,31378
Knox,21121,KY,Kentucky,36.8907,-83.854,31288
